StudentId,STATEATTEND1,STATEATTEND2,STATE
46cddfba-00be-47c3-b78f-d274b091b36b,,,"DECSTATEIN,DECSTATEKY,DECSTATESC"
0de62f9d-15e5-4666-8010-0b535fba2344,,,"DECSTATEAZ,DECSTATEFL,DECSTATENM"
c7272186-138d-4a95-adee-4b9bb623db98,,,
0f29b038-30b9-4a5a-8680-3e81f83b4295,,,
c90ffe5b-3ac4-4d62-adba-5d979902ecf0,,,
dc33c2d2-c7ed-4115-909e-6f777fc7c117,,,
6a95d923-dce2-4efa-aac2-faa20e71df84,,,"DECSTATEAR,DECSTATEOR"
2e404089-7dc9-4ce8-a3fc-750b8e90bd96,,,"DECSTATECA,DECSTATEOR,DECSTATESC"
8b7c0e38-94f7-4eb6-a270-25311add5a77,ACTSTATEATTEND1FL,ACTSTATEATTEND2GA,"DECSTATECO,DECSTATEFL,DECSTATEGA"
425c16dc-fac4-4459-a9f2-f443c0e416f3,ACTSTATEATTEND1GA,ACTSTATEATTEND2SC,"DECSTATEAL,DECSTATEGA,DECSTATENC"
a5b2797d-a1f1-43cd-b05d-541ea226a240,ACTSTATEATTEND1AZ,,
5c65d7ce-de0f-4bbe-b173-90c9b5a78739,ACTSTATEATTEND1OH,ACTSTATEATTEND2WA,
380a8953-2a4f-4d71-a0f3-95dc947067f9,,,"DECSTATECA,DECSTATETX"
82cdfc9e-bff2-45fb-9625-9ff7dc0d5fba,ACTSTATEATTEND1AZ,,
5126f2e5-0bca-4c86-b9d7-c9e47b72d1ef,,,"DECSTATEIL,DECSTATENC,DECSTATENY"
4c7f604d-5fd6-4fcf-87a1-ec3d2c21be83,,,"DECSTATECA,DECSTATEPA,DECSTATETX"
bb00a3ff-f141-4170-8a04-af4b8ed72951,,,"DECSTATECA,DECSTATEMA"
96d5c59b-f0f5-437b-8ca5-12e7e16b5385,,,DECSTATEOH
4d387af4-0874-4b9f-9064-9ca3c46e7acb,,,"DECSTATEAZ,DECSTATECA,DECSTATETX"
ba7cc7e5-c8cf-4693-8300-80bedb83b5fd,,,"DECSTATEIN,DECSTATEMI,DECSTATEOH"
d3e22377-3e90-4156-adf4-c4d626710762,ACTSTATEATTEND1IL,,
d4fbab51-ee29-427a-8557-36f107560259,,,
4a59182f-c1e1-4c3e-9727-e909f7a6f08e,,,
918f8ed2-f2be-4cb3-ad08-aff2d0a1958b,ACTSTATEATTEND1OTHER,,
3f4f6b74-ea1d-464e-8832-421e60618852,,,"DECSTATEIN,DECSTATEPA,DECSTATETX"
3eb7e3fb-3c50-4654-a8de-8e14c09c3d14,ACTSTATEATTEND1OH,ACTSTATEATTEND2AZ,
145f528a-6f77-4530-bdee-0e65d22be6e6,,,
31a8ec1b-25fe-479a-a94b-7a7140953803,ACTSTATEATTEND1LA,,
b9dd505a-6790-49e5-8144-304d65d697b2,,,"DECSTATENY,DECSTATEPA"
c8d36a03-d2d4-4d46-b171-98b21926c50e,,,
a22a923d-1fdc-40a5-9734-7292af6aca26,ACTSTATEATTEND1IL,ACTSTATEATTEND2IA,
5e11a3c7-87fd-40bc-9a86-32647c263d61,,,"DECSTATECA,DECSTATENC,DECSTATENM"
cfe5d6fc-5595-4859-86a9-aff69cd47240,,,
87a444bf-d7d2-4523-aefd-64a6a66ca9bb,,,"DECSTATECA,DECSTATENY"
4444b1c0-01eb-4502-a298-5920112cc7a9,ACTSTATEATTEND1LA,ACTSTATEATTEND2NC,"DECSTATELA,DECSTATENC"
b7c00620-8aa8-430b-907d-9f32d20225da,ACTSTATEATTEND1TX,,
f75d67db-6b9c-49fe-8325-02a0e11448f1,,,
db9fb9e1-353f-4e85-a843-f278942403f4,,,
21334ca0-f6bd-47fe-b048-550ddd97520c,,,
c87d955c-57a0-49a8-912d-856f99741b8c,ACTSTATEATTEND1FL,ACTSTATEATTEND2NC,
6b0d2ef6-955f-401e-98a4-5b5a8d983604,ACTSTATEATTEND1SC,,"DECSTATECA,DECSTATEFL,DECSTATESC"
7b5f3d93-33a0-4ad5-8b5f-1c0dee092731,,,"DECSTATEIL,DECSTATEKY,DECSTATETN"
791599b1-22ee-466b-b208-030bf4857376,,,"DECSTATEAL,DECSTATEGA"
efd39a1e-bab3-4738-9798-31be430efc87,,,"DECSTATECA,DECSTATENY,DECSTATEOH"
c7f13445-db4f-4b43-a9f8-4965a87fb50d,,,"DECSTATELA,DECSTATENC,DECSTATEVA"
5d45b031-6d90-4ff9-968b-921d0ea43fe2,,,
2bfeabf1-9f04-48cf-ab05-f5bc1b49a139,,,DECSTATEFL
0e75f759-0a6b-4a29-b3dd-5cd187202e5a,,,
a23aac50-75f0-423c-b6ee-0d574ad7a715,ACTSTATEATTEND1VA,ACTSTATEATTEND2SC,
608d4058-effa-4f0f-a9a3-32213d94e1d8,,,"DECSTATEAL,DECSTATEGA,DECSTATEMO"
09c99f39-3191-4cd4-b09b-cd1c50a923f9,ACTSTATEATTEND1TX,ACTSTATEATTEND2OTHER,
22a1f856-fd7b-41fc-98a2-253fa01cc11d,ACTSTATEATTEND1AL,,
385ef863-923b-4af0-912f-757052c425b2,ACTSTATEATTEND1RI,ACTSTATEATTEND2PA,
9fd25412-0535-4c56-a900-470455983557,ACTSTATEATTEND1IL,ACTSTATEATTEND2WI,
38b3155b-e95a-42b1-8315-36d1842baea5,ACTSTATEATTEND1CA,ACTSTATEATTEND2NY,
6cda0777-ebd9-4fbf-abbb-d5ae677b1035,,,
a621a625-1993-4975-91bd-95128949be08,,,
9abc8ccf-e53e-459e-aa37-8d48c035246e,,,
f2e9e41e-14ec-4f10-bacb-77fd3e41596f,,,
cddb1eef-2c81-40dc-a70c-773bb3f8bb89,,,
1939a8f1-b723-472d-afd5-93fd49f163b9,,,
2825f334-b981-44b6-94ce-cd447f1f6681,,,
0358033f-c4c0-4766-bb4a-f0bfb7f23bae,ACTSTATEATTEND1CA,,
168e0c95-a0cf-4fe9-94b9-9eca687eb40a,ACTSTATEATTEND1KS,,
99faf3ab-e795-48f5-abe0-8d642f75ea64,ACTSTATEATTEND1KY,ACTSTATEATTEND2TN,
5df7857e-94e0-45b9-b41c-fd93ad1a8662,ACTSTATEATTEND1MI,,
8f583783-1471-40a6-81b1-794eb3c070a9,,,"DECSTATENC,DECSTATESC,DECSTATETN"
352387d5-0d45-442b-a5c8-f8b386b0f9e7,,,
e01c07f9-a7b4-4945-a837-c4d98cd1ad61,,,DECSTATEFL
4387baa5-5b71-43de-8cf4-8b1f7d299fd9,,,"DECSTATEIN,DECSTATEOH,DECSTATEPA"
0b7bd1e0-8460-4651-a2b6-55ca4a9109d5,,,
22d73743-e67c-4e13-8bac-34ad4b15a7a8,,,
2322fd67-dba8-480f-8886-d1c512232cfb,,,
39ba4c52-946d-4295-b91d-bdcd6f3d84c5,ACTSTATEATTEND1CA,ACTSTATEATTEND2WA,
91f9c68b-a85a-4b73-8ebf-c32a6ed4c0dd,,,"DECSTATEDC,DECSTATEFL,DECSTATEGA"
0e4ed8f8-c53d-4d79-8295-15b4b01d7931,ACTSTATEATTEND1NY,ACTSTATEATTEND2NY,
8a1b157b-26e6-499f-a332-9aeaa0b8324b,ACTSTATEATTEND1KY,ACTSTATEATTEND2KY,"DECSTATECT,DECSTATEKY,DECSTATEMI"
08de5a0f-9d28-421b-8dd7-29196525ead4,,,"DECSTATEFL,DECSTATENC,DECSTATESC"
6dcb0725-9e7d-49c0-b6c3-2d31af76291d,,,"DECSTATECA,DECSTATENY,DECSTATEPA"
97f2f497-66ec-4c6a-bcfd-e8fb8e3be431,,,"DECSTATEOH,DECSTATEPA,DECSTATETX"
206e9de0-1f50-42ca-9eb5-4b5642dddf95,ACTSTATEATTEND1NV,ACTSTATEATTEND2ID,"DECSTATECA,DECSTATEMT,DECSTATENV"
5b0334b3-0872-4f19-ac00-b6b965b2309f,,,"DECSTATECA,DECSTATEMD,DECSTATEVA"
87678209-c8b6-4fca-a559-e9e82f9986c8,,,"DECSTATEMA,DECSTATEOR"
ec37efef-8401-4e8e-9f40-d51d3425ad4f,,,
575915b9-443f-4d2e-942c-611f5a97718c,,,
b547cc9c-936c-4c42-9f10-ad5d9c7ad9c0,ACTSTATEATTEND1MD,ACTSTATEATTEND2VA,
389bfda1-3b65-4d61-9822-e34968fe94b9,,,"DECSTATEFL,DECSTATENY,DECSTATEWA"
b140cd6e-43af-433d-841d-41d260873451,,,"DECSTATEGA,DECSTATENC,DECSTATESC"
4e1e7a94-476f-4294-b230-07d5f2051601,ACTSTATEATTEND1NY,ACTSTATEATTEND2NY,
c0c74a12-b7e8-4ee3-8625-69ab8040e4b5,ACTSTATEATTEND1CA,,
3e65847c-e74a-40ba-a124-d55fcb98dbf5,,,"DECSTATEFL,DECSTATENC,DECSTATENY"
b5e17dc1-920a-4a20-92dc-f366605d9258,ACTSTATEATTEND1GA,ACTSTATEATTEND2GA,"DECSTATEGA,DECSTATETN,DECSTATEVA"
44b0d835-a7c7-4b14-994a-5eedc9748744,,,"DECSTATEFL,DECSTATENM,DECSTATETX"
20cb5144-430d-4913-8958-d787105c7c94,ACTSTATEATTEND1CA,ACTSTATEATTEND2OTHER,
a1cd5071-efa2-469d-b5b2-3b9a7751f090,,,"DECSTATEFL,DECSTATEKY,DECSTATEMD"
52f92b4a-a7bd-4a4c-96ff-dae2ca1f7a05,,,
f2efe473-98da-421b-9b1c-0d535a2155f8,ACTSTATEATTEND1IL,ACTSTATEATTEND2IA,
d1cc0058-9c4b-4d35-8af1-c43da88eed57,ACTSTATEATTEND1TX,,
a1714dec-c134-4951-a81e-13eccc87eecc,ACTSTATEATTEND1FL,ACTSTATEATTEND2GA,
71b56a25-fbc8-4171-9acc-11c1014af4f4,ACTSTATEATTEND1MN,,
a0b3c098-16eb-44a7-b41a-84b25aa39e0a,,,"DECSTATEKS,DECSTATELA,DECSTATEOR"
5d71b03d-d39a-4308-9541-49a28e774a3e,,,"DECSTATEFL,DECSTATETX"
9c404709-fa71-4050-a23b-f3569ea884c1,,,
6090d5a5-9e25-456f-97e3-b119d4971109,,,"DECSTATECA,DECSTATEFL,DECSTATEMD"
6c84a631-00f6-4e44-8866-09666dec2d8f,,,"DECSTATEFL,DECSTATEGA,DECSTATENC"
98832d94-89b3-4a8e-b4d4-2cad68a6da22,,,"DECSTATEAZ,DECSTATECA,DECSTATEIL"
f5835d84-246f-4d5e-bb68-b3327c359e69,,,
dd1023fd-5c15-4fd3-af79-7d6e342730c1,ACTSTATEATTEND1IA,ACTSTATEATTEND2NY,"DECSTATEIA,DECSTATEKS,DECSTATETX"
d5046f2d-ac30-4c77-a316-7d5c04a952b5,ACTSTATEATTEND1ND,ACTSTATEATTEND2MN,
8c863de5-a164-440e-8a50-73ea91f557e7,ACTSTATEATTEND1MS,ACTSTATEATTEND2TX,
9fbe832a-7504-4d8c-bd12-8ffc6006a072,,,
91343937-79f9-4bcb-8da1-1ab48534fc32,ACTSTATEATTEND1MA,ACTSTATEATTEND2NY,
f43440f2-8d10-4970-87a2-eebb0c6b3006,ACTSTATEATTEND1WI,ACTSTATEATTEND2WI,
214e0b21-1cd6-4ea5-aae7-57ea0ea1408c,,,
d12a35d2-078e-479b-9969-acee75a70930,ACTSTATEATTEND1CA,,
02e588ec-9150-4c78-b812-5a1632e2cbda,,,"DECSTATELA,DECSTATETX"
8a7ea9b8-fc4e-496e-be47-70e7dbcde49c,,,"DECSTATEPA,DECSTATESC,DECSTATETX"
764adb69-345d-4728-a4f0-2df649deea4e,,,"DECSTATEFL,DECSTATELA,DECSTATENY"
89700445-fcfb-4fc7-a9de-6a993a33b99a,ACTSTATEATTEND1CO,,
4ad2d450-5b58-4969-abb3-0b242f376520,ACTSTATEATTEND1KY,ACTSTATEATTEND2KS,
b9098dfd-ec06-461f-aa42-2bfadfe5b826,,,
2b666a60-3944-47a7-aa5e-561b912f4bc1,,,
868a722e-cca3-460b-bc16-66fd703ae409,ACTSTATEATTEND1IL,ACTSTATEATTEND2TX,
f800884e-bbdc-4370-b929-86a25cab4a7d,,,
1475a2ea-d629-4e00-b4ff-8545b63554d7,,,
525faef9-1fe2-4019-8d36-7e4abd676de6,,,
d7632c88-0490-43ec-b50a-10332c20a209,,,"DECSTATECA,DECSTATEOR,DECSTATETX"
1ed5f25e-70c7-4883-abd5-47cf413d51f7,ACTSTATEATTEND1AL,,
d399be0f-a01a-4ac9-ae42-8a89c3cdce8c,ACTSTATEATTEND1AR,ACTSTATEATTEND2MO,
dc842bd3-c2c5-4bdf-b819-a30dfec027e1,,,
9a0a7ccc-ce0c-4f90-a0af-b453211d5f24,ACTSTATEATTEND1OK,,
1b2733bf-b00e-4add-8be7-28ca99f42430,,,"DECSTATEGA,DECSTATELA,DECSTATETX"
06ca3542-7e52-4208-abd0-cb3c785e5a7b,ACTSTATEATTEND1NC,ACTSTATEATTEND2FL,"DECSTATEDC,DECSTATEGA,DECSTATENC"
16ee9462-3875-4f2c-8287-dde0e757e814,,,"DECSTATECA,DECSTATELA,DECSTATENC"
a62364f3-a612-4297-b769-9ff62f737e03,,,"DECSTATECA,DECSTATELA,DECSTATEOH"
90bd813c-53d9-440d-9619-5ba377eca0c2,,,
7705bfe4-6fe0-4429-a5f5-45738599f9e4,,,
7c532a7f-915a-496a-858d-c0620001201a,,,DECSTATEOH
e8df2df5-13e5-42a1-b108-3f35fb2da6ae,,,"DECSTATECT,DECSTATEMA,DECSTATENY"
0c98ac96-dba6-47c3-9eac-0b316e1961e6,,,
02852403-bca3-47e8-abef-2022b72d46fb,,,
7eb6b51a-4029-44b2-995d-97ea43b8b118,,,
aaf161a3-8d47-4873-a82d-5e503d4424ca,ACTSTATEATTEND1FL,ACTSTATEATTEND2NY,
f0ffd2f1-1712-48d5-864d-a4f201ea754b,ACTSTATEATTEND1WV,ACTSTATEATTEND2VA,
62337b12-4a87-48e8-8a7c-2bcc38d64e01,,,
9c87e988-b188-4254-ad8a-2a2cc3eb2b82,,,"DECSTATECA,DECSTATEFL,DECSTATEPA"
c800c1ec-ca5b-473b-9e62-1a9911cfabc0,,,"DECSTATEKY,DECSTATETX,DECSTATEWV"
4bea9480-7abe-47b1-9919-0e132f789e4d,ACTSTATEATTEND1MI,,
f1bda89c-70b0-4582-b9b3-9986eb77677d,,,"DECSTATEIL,DECSTATEMI,DECSTATENY"
169c0ae6-788d-4713-a80d-da387de59335,,,"DECSTATECA,DECSTATEFL,DECSTATENY"
18fc4c68-1d71-4812-9e7e-ec4644146f87,,,"DECSTATEAZ,DECSTATENY"
11f23f02-9661-4c9c-a235-87098c1b6e5d,,,DECSTATEID
defd10f1-9d04-4bad-b01e-c1b714b34166,,,"DECSTATECA,DECSTATEFL,DECSTATEMA"
ad8449e1-0a1d-4b87-9c96-494e9b7dd726,ACTSTATEATTEND1FL,ACTSTATEATTEND2FL,"DECSTATEFL,DECSTATEMA,DECSTATENY"
d8d75e25-2a43-43f4-a8de-ce986270124a,,,"DECSTATEAZ,DECSTATECA,DECSTATENY"
2e6ef9d3-d375-48a4-830c-54d9ee208d09,,,
4e59160e-2373-46bf-8446-4c71edc40fd6,,,DECSTATEIN
0daea9b8-fc85-4e8b-b5d1-778e5a0493eb,,,
152e546d-2605-42c9-aa4c-226d6215d713,,,"DECSTATECA,DECSTATELA"
1705d2a2-bb31-4b4a-8cff-74e81612126d,ACTSTATEATTEND1OTHER,,
ae4a2c56-aaf9-497a-8456-912e38acaf1c,ACTSTATEATTEND1AL,,
379e0acb-8a3f-4e68-a396-1dffb5646061,,,"DECSTATECA,DECSTATEOK,DECSTATETX"
c5477d49-77a9-4c14-a5a1-abde14f07478,,,"DECSTATEAZ,DECSTATENM,DECSTATETX"
ba5e9d78-6d51-4c24-86b9-3e0a6ccc75d7,ACTSTATEATTEND1NE,,"DECSTATENY,DECSTATEVA,DECSTATEWA"
1dae1841-935f-4813-af4a-3f2ce8b3692c,,,
c10f48cd-2445-4e2d-b1bf-ada045bff5bb,,,
d0bb0e65-f3f0-4991-b093-1b97283e9b22,ACTSTATEATTEND1WI,,"DECSTATEIL,DECSTATEMN,DECSTATEWI"
08f62e6c-993c-450e-a7ce-898c8aa91635,ACTSTATEATTEND1WI,,
e4e461c8-59d4-4de4-920c-62c2a53f1708,,,
7d04260b-9488-4cf6-b4c5-633446cdd586,,,
50247d66-cef0-45c5-9d79-062db963b26c,,,
9305d7bb-9074-49c8-84e7-c6274a9f0490,ACTSTATEATTEND1GA,,
c20c5fbb-82b5-4f8d-8ab9-655b1e8b3c47,,,
5761e8cc-af7b-4d11-ad08-c7ab464fba2b,,,"DECSTATECA,DECSTATELA"
3772d5b0-b467-432f-8cd8-cfdcb370ac74,,,"DECSTATECO,DECSTATEOK,DECSTATETX"
e53c9b35-a829-4987-8de7-366a94470f31,ACTSTATEATTEND1TX,ACTSTATEATTEND2AL,
4afbf0b8-ae79-4235-ad08-c2428a19956a,ACTSTATEATTEND1GA,ACTSTATEATTEND2AL,
97023362-ec9a-4eb1-a6b1-efd371787fde,,,"DECSTATECA,DECSTATEFL,DECSTATENY"
7775bcd3-1652-4cb0-8b94-ece50e4c4993,,,"DECSTATECA,DECSTATEFL,DECSTATETX"
ab88afd9-5387-46e6-8d8e-820e89bffdad,ACTSTATEATTEND1OH,,"DECSTATEIL,DECSTATENY,DECSTATEPA"
8a354444-4d8f-4c3f-9a55-a397188b7413,,,"DECSTATECA,DECSTATEMD,DECSTATENJ"
ea872261-8106-450f-839e-91a0e5803464,,,
e1a3583c-4c8e-488e-843c-1fdbd958a246,ACTSTATEATTEND1VA,ACTSTATEATTEND2WA,"DECSTATENY,DECSTATEVA,DECSTATEWA"
b3a943d1-0267-41d8-8241-5b6a2e3c15de,,,
bfe25179-9ac5-4375-97dc-f89651888b30,ACTSTATEATTEND1MA,ACTSTATEATTEND2CT,
506d52e0-9834-41f4-8c8f-4cd698167c17,,,"DECSTATECO,DECSTATEVA,DECSTATEVT"
25af5e4e-318d-43a7-832e-3d9990bfefa5,,,"DECSTATECT,DECSTATEIL,DECSTATEMI"
5a1bade2-b850-4da0-81b5-7bb170be6e8d,,,"DECSTATECA,DECSTATEHI,DECSTATENY"
aadc174b-6890-4db3-ba48-04c647844c90,,,
406cb047-2429-4249-96cd-3b160f0fefcf,,,"DECSTATEAR,DECSTATECA,DECSTATETX"
e665585d-c1bc-4cc7-a4fd-755cab0ecd6b,,,"DECSTATEMD,DECSTATENC,DECSTATEVA"
62e50348-7445-471f-af04-81ec7a530e8b,,,
da055ac9-1dde-41ea-8b2c-98b8e244b619,,,
473aead9-a017-4be8-9cc0-6758edca56d6,,,
007a6328-7cbb-478e-90f0-e7bc5b875a38,ACTSTATEATTEND1FL,,
6d83af0a-6d2b-4c6b-be3d-bee05877b73d,,,"DECSTATEFL,DECSTATEHI,DECSTATEIL"
3c03bedd-3e19-4157-b005-60001b9105f9,ACTSTATEATTEND1MA,,
c309da13-7d47-4b29-bcca-ec6bf7ed5c0c,ACTSTATEATTEND1MA,ACTSTATEATTEND2CA,
81e2cef3-5803-4c07-83fd-6a344e7e1356,,,DECSTATETN
0678de08-a553-439f-9082-048563f4b18e,,,
ce048bda-3d95-4903-8604-29e97f171f03,,,
5b0b77f8-c4c8-4e07-a0d6-ed002b62d45e,,,"DECSTATECA,DECSTATEFL,DECSTATENY"
a6b90d43-34d1-4a51-b5eb-00cc993ebc14,ACTSTATEATTEND1OH,,
892e62dc-3f52-4f0c-a27d-9779e5814d55,ACTSTATEATTEND1OH,ACTSTATEATTEND2PA,DECSTATEOH
826f074a-b0ef-4315-abb0-6ff0af45088c,,,DECSTATEFL
5c1d65c5-bc96-4fbe-bcf0-f7e1e5ac1fdd,,,DECSTATECA
c1cb75c0-d484-4d0f-a0f5-570f864958ad,,,
9b812389-383d-4475-90b7-9c1762041116,,,
3855192c-6d7f-465e-9b10-5d63dc3ca624,,,DECSTATEIL
4f4b3e98-68df-4dc0-bbd2-087993907cfa,,,
c71e7fe7-e312-4609-87e7-4c7a3ba440a0,,,DECSTATEID
f14b273b-dacd-42b7-9f1a-7a76d0f1b2d9,,,
1ca8eab6-6e9b-45d6-ae44-ba573cea8bae,ACTSTATEATTEND1OK,,
3cd90d3b-c7b9-42e4-9cc8-8f2dc734aaa8,,,DECSTATETX
e1842f99-1092-45c5-b551-b5366cfa930c,,,"DECSTATEAL,DECSTATECA,DECSTATETN"
87389eff-7e91-42d8-b63a-c9cb091427a4,,,"DECSTATEAZ,DECSTATENY"
f2c66f63-98b1-48d6-b2ad-c11e5a9f55d5,ACTSTATEATTEND1VA,ACTSTATEATTEND2WV,"DECSTATENY,DECSTATEVA,DECSTATEWV"
53758631-71e8-4faa-bfbc-210893585a74,ACTSTATEATTEND1WV,ACTSTATEATTEND2TX,
593651a8-3696-4a31-92ad-b267d41af2ab,,,
1d979255-e47e-4c6e-9c6b-14a0f0af4d79,,,
b467faf3-4b6f-4f39-a195-77b31d6b2918,,,"DECSTATECA,DECSTATENJ,DECSTATENY"
a9823f28-1cbc-444b-a530-4f82c560a47f,,,"DECSTATECA,DECSTATENY,DECSTATEWA"
03ad19e9-6be0-447b-b1dc-4381e4ad622b,,,"DECSTATECO,DECSTATETX"
38d3b3e6-7f7e-4448-896e-e0f717625e41,ACTSTATEATTEND1AL,,
80203aeb-3be5-4fb2-a97f-4f0756cd3c10,ACTSTATEATTEND1CA,ACTSTATEATTEND2OTHER,
cc53f85c-3853-4c56-9989-a61aac75682e,,,"DECSTATECA,DECSTATEMI,DECSTATENY"
a49c5dbd-4cc5-4d39-8be8-504ac62518d9,,,"DECSTATEID,DECSTATEOR,DECSTATEWA"
23b5a3de-15ef-4a4c-b0d9-25b8e35c50c1,ACTSTATEATTEND1MS,,
72e38938-88fa-46d7-ab23-48e8b51ba68d,,,
b3c62de9-2357-4ab3-9301-13751e213ea4,,,"DECSTATEMD,DECSTATEMN,DECSTATENC"
9b5b0cd1-9ec8-47d5-bda2-16943641b68d,,,
5cfce77e-8c25-4ff5-a42c-bba15c2747aa,ACTSTATEATTEND1LA,,
c0cdce15-1d9c-435f-a381-09d9c437ffe2,,,"DECSTATENC,DECSTATESC,DECSTATEWV"
45fca5f7-4871-4220-8f64-8bddd7710892,,,DECSTATEMI
a405f375-2a65-4583-9d08-fb7328f589a7,,,
fff09a81-c45e-4675-adac-25ea99ef3959,ACTSTATEATTEND1SC,ACTSTATEATTEND2GA,"DECSTATEGA,DECSTATENC,DECSTATESC"
dc819900-c532-4fb7-933c-f923e4eaf4a9,ACTSTATEATTEND1KY,ACTSTATEATTEND2IN,
03ab3323-5f8a-47f8-8ed0-6154416bc911,,,"DECSTATEIN,DECSTATEMI,DECSTATEOH"
6d1ae0d5-587a-4543-8cb7-257e78fb1455,ACTSTATEATTEND1OTHER,,
2843c704-a5ba-4ac4-a0f0-de498b6cd9f9,ACTSTATEATTEND1TX,ACTSTATEATTEND2TX,DECSTATETX
cf15bc49-32f3-415e-b810-fbafd4caeae1,,,"DECSTATEAL,DECSTATEFL,DECSTATEGA"
772c4f42-2d19-4086-982e-e069fc65cac0,,,
1a063dcb-aa8f-4a0b-9688-9f5647ee5c20,ACTSTATEATTEND1FL,ACTSTATEATTEND2FL,
134e25df-82f6-4d3d-ab5a-3836966cefba,,,"DECSTATECO,DECSTATEFL,DECSTATEPA"
0fb3ea79-cbee-41e7-affc-21c1057d1cc5,,,"DECSTATECA,DECSTATEMA,DECSTATENY"
36c16ce5-1e79-4950-b3bb-5c804732cfc7,,,"DECSTATEDC,DECSTATEMI,DECSTATEOH"
c8636edc-c4d9-4a2d-ba74-da21347c07dd,,,"DECSTATEMI,DECSTATETN"
f7c90cec-0d08-4947-9bb0-cb5c3f332d2c,,,
19daf16c-d20f-4d30-931f-d4c2033f6cef,ACTSTATEATTEND1TX,ACTSTATEATTEND2TX,
4cc1b847-16a6-4879-b384-29adc4f17656,ACTSTATEATTEND1LA,,
e9df4b7a-c4a6-4ef6-8a76-2fa042fea6f3,,,
